"MF88 Individual Supply + Individual Exhaust (ERV, ResVRF)  /  Proposed  /  EX03_MF88_Central-WSHP_CZ09.cibd25",002
"Fri 22-May-26   4:3 pm"
"x-ldPass","Hour"
"Month","Day","Hr","CW Loop-HtgLd (Btu)","ClgLd (Btu)","NetLd (Btu)","DemFlw (gpm)","ActualFlw (gpm)","NetLd (W)","FlowFrac"
1,18,19,0,-163829,-163829,32.7533,698.198,-48015.4,0.0440448
1,18,20,0,-120670,-120670,24.1248,698.198,-35366.3,0.0440448
1,18,21,0,-84768.8,-84768.8,16.9473,698.198,-24844.3,0.0440448
1,18,22,0,-62044.1,-62044.1,12.4041,698.198,-18184.1,0.0440448
1,18,23,0,-28049.7,-28049.7,5.60782,698.198,-8220.91,0.0440448
1,18,24,0,-43400.5,-43400.5,8.67681,698.198,-12720,0.0440448
1,19,1,0,-31545.4,-31545.4,6.30669,698.198,-9245.43,0.0440448
1,19,2,0,-18991.3,-18991.3,3.79682,698.198,-5566.03,0.0440448
1,19,3,0,-11775.3,-11775.3,2.35417,698.198,-3451.15,0.0440448
1,19,4,0,-8496.34,-8496.34,1.69862,698.198,-2490.14,0.0440448
1,19,5,0,-5325.62,-5325.62,1.06472,698.198,-1560.85,0.0440448
1,19,6,0,-10240,-10240,2.04723,698.198,-3001.18,0.0440448
1,19,7,0,-24020.6,-24020.6,4.80229,698.198,-7040.03,0.0440448
1,19,8,0,0,0,0,698.198,0,0
1,19,9,0,-1779.34,-1779.34,0.355733,698.198,-521.494,0.0440448
