Space Interior Loads Electric Use Report
,,,,,Regulated,,,,Non-Regulated,,,,Non-Regulated,,,,Non-Regulated,,,,Non-Regulated,,,
Space,,,,,Interior Lighting,,,,Interior Lighting,,,,Receptacle,,,,Process,,,,Commercial Refrigeration,,,
"RCA_Open Office 7 Space","DirectlyConditioned","Laboratory, Scientific",1286.18,1,0.9,"LabLights",3705.3,4289.11,,,,,2,"LabReceptacle",2409.6,6198.35,,,,,,,,,
"RCA_Store 7 Space","DirectlyConditioned","Storage, General",197.925,1,0.4,"SchoolLights",2045.3,161.926,,,,,0.2,"SchoolReceptacle",2647.7,104.809,,,,,,,,,
"B1_Reception 1 Space","DirectlyConditioned","Lobby, Main Entry",135.348,1,0.7,"SchoolLights",2045.3,193.779,,,,,0.5,"SchoolReceptacle",2647.7,179.18,,,,,,,,,
"Class Room 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",1122.03,1,0.6,"SchoolLights",2045.3,1376.93,,,,,1,"SchoolReceptacle",2647.7,2970.8,,,,,,,,,
"Collaboration Space 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",892.011,1,0.6,"SchoolLights",2045.3,1094.66,,,,,1,"SchoolReceptacle",2647.7,2361.78,,,,,,,,,
"Huddle 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",354.847,1,0.6,"SchoolLights",2045.3,435.462,,,,,1,"SchoolReceptacle",2647.7,939.529,,,,,,,,,
"Huddle 2 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",292.319,1,0.6,"SchoolLights",2045.3,358.728,,,,,1,"SchoolReceptacle",2647.7,773.973,,,,,,,,,
"RCA_Conference Room 2 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",790.504,1,0.6,"SchoolLights",2045.3,970.091,,,,,1,"SchoolReceptacle",2647.7,2093.02,,,,,,,,,
"RCA_Conference Room 3 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",847.94,1,0.6,"SchoolLights",2045.3,1040.58,,,,,1,"SchoolReceptacle",2647.7,2245.09,,,,,,,,,
"RCA_Conference Room 4 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",361.146,1,0.6,"SchoolLights",2045.3,443.192,,,,,1,"SchoolReceptacle",2647.7,956.207,,,,,,,,,
"RCA_Corridor 4 Space","DirectlyConditioned","Corridor Area",823.213,1,0.4,"SchoolLights",2045.3,673.487,,,,,,,,,,,,,,,,,
"RCA_Corridor 5 Space","DirectlyConditioned","Corridor Area",260.523,1,0.4,"SchoolLights",2045.3,213.139,,,,,,,,,,,,,,,,,
"RCA_Corridor 6 Space","DirectlyConditioned","Corridor Area",485.016,1,0.4,"SchoolLights",2045.3,396.801,,,,,,,,,,,,,,,,,
"RCA_Corridor 7 Space","DirectlyConditioned","Corridor Area",450.469,1,0.4,"SchoolLights",2045.3,368.538,,,,,,,,,,,,,,,,,
"RCA_Corridor 8 Space","DirectlyConditioned","Corridor Area",944.371,1,0.4,"SchoolLights",2045.3,772.609,,,,,,,,,,,,,,,,,
"RCA_Corridor 9 Space","DirectlyConditioned","Corridor Area",449.812,1,0.4,"SchoolLights",2045.3,368,,,,,,,,,,,,,,,,,
"RCA_IT Room 2 Space","DirectlyConditioned","Computer Room",105.034,1,0.5,"DataLights",3062.45,160.831,,,,,20.001,"DataReceptacle",0,0,,,,,,,,,
"RCA_Kitchen Break Room 1 Space","DirectlyConditioned","Lounge, Breakroom, or Waiting Area",477.225,1,0.55,"SchoolLights",2045.3,536.838,,,,,1,"SchoolReceptacle",2647.7,1263.55,,,,,,,,,
"RCA_Open Office 4 Space","DirectlyConditioned","Laboratory, Scientific",927.02,1,0.9,"LabLights",3705.3,3091.4,,,,,2,"LabReceptacle",2409.6,4467.5,,,,,,,,,
"RCA_Open Office 5 Space","DirectlyConditioned","Laboratory, Scientific",470.694,1,0.9,"LabLights",3705.3,1569.66,,,,,2,"LabReceptacle",2409.6,2268.37,,,,,,,,,
"RCA_Open Office 6 Space","DirectlyConditioned","Laboratory, Scientific",2048.3,1,0.9,"LabLights",3705.3,6830.59,,,,,2,"LabReceptacle",2409.6,9871.14,,,,,,,,,
"RCA_Restrooms 2 Space","Unconditioned","Restrooms",811.181,1,0.65,"SchoolLights",2045.3,1078.42,,,,,,,,,,,,,,,,,
"RCA_Store 1 Space","DirectlyConditioned","Storage, General",339.719,1,0.4,"SchoolLights",2045.3,277.931,,,,,0.2,"SchoolReceptacle",2647.7,179.895,,,,,,,,,
"RCA_Store 2 Space","DirectlyConditioned","Storage, General",197.925,1,0.4,"SchoolLights",2045.3,161.926,,,,,0.2,"SchoolReceptacle",2647.7,104.809,,,,,,,,,
"RCA_Store 3 Space","DirectlyConditioned","Storage, General",133.304,1,0.4,"SchoolLights",2045.3,109.058,,,,,0.2,"SchoolReceptacle",2647.7,70.5896,,,,,,,,,



Space Loads Report
Space,,,,,,Occupancy,,,,,Service Hot Water,,Ventilation,,,,,,Infiltration,,,Thermal Zone
Name,Conditioning Type,Space Function,Floor Area,Story Name,Multiplier,Density,Number,Schedule Name,Sensible Heat Rate,Latent Heat Rate,SHW Use, Schedule Name,Prop. DsgnVentPerArea,Prop. DsgnVentPerPerson,Code VentPerArea,Code VentPerPerson,Sim. Area Flow,Sim. Person Flow,Method,Schedule Name,Design Infiltration Rate,Clg Tstat Sch, Htg Tstat Sch
,,,(ft2),,,(ppl/1000ft2),(people),,(Btu/h-person),(Btu/h-person),(gal/person),,(cfm/ft2),(cfm/person),(cfm/ft2),(cfm/person),(cfm),(cfm),,,(cfm/ft2)
"B1_Changing 1 Space","DirectlyConditioned","Office Area (<=250 square feet)",240.8076,"Ground Floor",1,5,1.20404,"SchoolOccupancy",250,200,0.18,"SchoolServiceHotWater",0.207635,41.5269,0.15,30,50,18.0606,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"B1_Gym 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",629.1263,"Ground Floor",1,37.5,23.5922,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.476852,12.716,0.5625,15,300,353.884,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Conference Room 1 Space","DirectlyConditioned","Office Area (<=250 square feet)",790.5024,"Ground Floor",1,5,3.95251,"SchoolOccupancy",250,200,0.18,"SchoolServiceHotWater",0.189753,37.9506,0.15,30,118.575,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Conference Room 5 Space","DirectlyConditioned","Office Area (<=250 square feet)",726.4916,"Ground Floor",1,5,3.63246,"SchoolOccupancy",250,200,0.18,"SchoolServiceHotWater",0.206472,41.2944,0.15,30,108.974,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Conference Room 6 Space","DirectlyConditioned","Office Area (<=250 square feet)",847.9405,"Ground Floor",1,5,4.2397,"SchoolOccupancy",250,200,0.18,"SchoolServiceHotWater",0.176899,35.3798,0.15,30,127.191,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 1 Space","DirectlyConditioned","Corridor Area",823.2130,"Ground Floor",1,5,4.11606,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,123.482,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 10 Space","DirectlyConditioned","Corridor Area",283.4836,"Ground Floor",1,5,1.41742,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,42.5225,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 11 Space","DirectlyConditioned","Corridor Area",71.5476,"Ground Floor",1,5,0.357738,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,10.7321,5.36607,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 14 Space","DirectlyConditioned","Corridor Area",1172.0895,"Ground Floor",1,5,5.86045,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,175.813,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 16 Space","DirectlyConditioned","Corridor Area",490.9436,"Ground Floor",1,5,2.45472,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,73.6415,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 2 Space","DirectlyConditioned","Corridor Area",260.5234,"Ground Floor",1,5,1.30262,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,39.0785,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 3 Space","DirectlyConditioned","Corridor Area",1914.6517,"Ground Floor",1,5,9.57326,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,287.198,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Elec Room 1 Space","DirectlyConditioned","Electrical, Mechanical, Telephone Rooms",65.4231,"Ground Floor",1,5,0.327115,"SchoolOccupancy",250,250,0.18,"SchoolServiceHotWater",0.15,30,0.15,30,9.81346,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_IT Room 1 Space","DirectlyConditioned","Computer Room",105.0341,"Ground Floor",1,5,0.525171,"DataOccupancy",275,475,0.18,"DataServiceHotWater",0.15,30,0.15,30,15.7551,0,"FlowExteriorWallArea","DataInfiltration",0.2352,"DataClgSetpt","DataHtgSetpt"
"RCA_Lobby 1 Space","DirectlyConditioned","Lobby, Main Entry",368.7132,"Ground Floor",1,33,12.1675,"SchoolOccupancy",250,250,0.09,"SchoolServiceHotWater",0.495,15,0.495,15,55.307,182.513,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Open Office 1 Space","DirectlyConditioned","Laboratory, Scientific",785.7806,"Ground Floor",1,25,19.6445,"LabOccupancy",250,200,0.18,"LabServiceHotWater",1.3,52,1.3,52,1021.51,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"LabClgSetpt","LabHtgSetpt"
"RCA_Open Office 2 Space","DirectlyConditioned","Laboratory, Scientific",595.8700,"Ground Floor",1,25,14.8968,"LabOccupancy",250,200,0.18,"LabServiceHotWater",1.3,52,1.3,52,774.631,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"LabClgSetpt","LabHtgSetpt"
"RCA_Restrooms 1 Space","Unconditioned","Restrooms",654.0613,"Ground Floor",1,5,3.27031,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0,0,0,0,0,0,"FlowExteriorWallArea","On",0.2352,"NONE","NONE"
"RCA_Store 4 Space","DirectlyConditioned","Storage, General",107.1685,"Ground Floor",1,5,0.535842,"SchoolOccupancy",250,200,0,"SchoolServiceHotWater",0.15,30,0.15,30,16.0753,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Store 5 Space","DirectlyConditioned","Storage, General",339.7193,"Ground Floor",1,5,1.6986,"SchoolOccupancy",250,200,0,"SchoolServiceHotWater",0.15,30,0.15,30,50.9579,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Open Office 3 Space","DirectlyConditioned","Laboratory, Scientific",2028.5566,"Ground Floor",1,25,50.7139,"LabOccupancy",250,200,0.18,"LabServiceHotWater",1.3,52,1.3,52,2637.12,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"LabClgSetpt","LabHtgSetpt"
"RCA_Open Office 7 Space","DirectlyConditioned","Laboratory, Scientific",1286.1781,"Ground Floor",1,25,32.1545,"LabOccupancy",250,200,0.18,"LabServiceHotWater",1.3,52,1.3,52,1672.03,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"LabClgSetpt","LabHtgSetpt"
"RCA_Store 7 Space","DirectlyConditioned","Storage, General",197.9251,"Ground Floor",1,5,0.989626,"SchoolOccupancy",250,200,0,"SchoolServiceHotWater",0.15,30,0.15,30,29.6888,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"B1_Reception 1 Space","DirectlyConditioned","Lobby, Main Entry",135.3477,"2nd Floor",1,33,4.46647,"SchoolOccupancy",250,250,0.09,"SchoolServiceHotWater",0.495,15,0.495,15,66.9971,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"Class Room 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",1122.0288,"2nd Floor",1,37.5,42.0761,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.56683,15.1155,0.5625,15,168.304,631.141,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"Collaboration Space 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",892.0111,"2nd Floor",1,37.5,33.4504,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.448425,11.958,0.5625,15,133.802,501.756,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"Huddle 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",354.8474,"2nd Floor",1,37.5,13.3068,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.704528,18.7874,0.5625,15,250,199.602,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"Huddle 2 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",292.3189,"2nd Floor",1,37.5,10.962,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.684184,18.2449,0.5625,15,43.8478,164.429,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Conference Room 2 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",790.5040,"2nd Floor",1,37.5,29.6439,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.506006,13.4935,0.5625,15,118.576,444.659,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Conference Room 3 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",847.9405,"2nd Floor",1,37.5,31.7978,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.471731,12.5795,0.5625,15,127.191,476.967,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Conference Room 4 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas",361.1465,"2nd Floor",1,37.5,13.543,"SchoolOccupancy",245,155,0.18,"SchoolServiceHotWater",0.69224,18.4597,0.5625,15,54.172,203.145,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 4 Space","DirectlyConditioned","Corridor Area",823.2130,"2nd Floor",1,5,4.11606,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,123.482,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 5 Space","DirectlyConditioned","Corridor Area",260.5234,"2nd Floor",1,5,1.30262,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,39.0785,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 6 Space","DirectlyConditioned","Corridor Area",485.0162,"2nd Floor",1,5,2.42508,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,72.7524,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 7 Space","DirectlyConditioned","Corridor Area",450.4692,"2nd Floor",1,5,2.25235,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,67.5704,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 8 Space","DirectlyConditioned","Corridor Area",944.3711,"2nd Floor",1,5,4.72186,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,141.656,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Corridor 9 Space","DirectlyConditioned","Corridor Area",449.8115,"2nd Floor",1,5,2.24906,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0.15,30,0.15,30,67.4717,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_IT Room 2 Space","DirectlyConditioned","Computer Room",105.0341,"2nd Floor",1,5,0.525171,"DataOccupancy",275,475,0.18,"DataServiceHotWater",0.15,30,0.15,30,15.7551,0,"FlowExteriorWallArea","DataInfiltration",0.2352,"DataClgSetpt","DataHtgSetpt"
"RCA_Kitchen Break Room 1 Space","DirectlyConditioned","Lounge, Breakroom, or Waiting Area",477.2254,"2nd Floor",1,33,15.7484,"SchoolOccupancy",275,275,0.09,"SchoolServiceHotWater",0.495,15,0.495,15,71.5838,236.227,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Open Office 4 Space","DirectlyConditioned","Laboratory, Scientific",927.0204,"2nd Floor",1,25,23.1755,"LabOccupancy",250,200,0.18,"LabServiceHotWater",1.3,52,1.3,52,1205.13,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"LabClgSetpt","LabHtgSetpt"
"RCA_Open Office 5 Space","DirectlyConditioned","Laboratory, Scientific",470.6945,"2nd Floor",1,25,11.7674,"LabOccupancy",250,200,0.18,"LabServiceHotWater",1.3,52,1.3,52,611.903,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"LabClgSetpt","LabHtgSetpt"
"RCA_Open Office 6 Space","DirectlyConditioned","Laboratory, Scientific",2048.2953,"2nd Floor",1,50,102.415,"LabOccupancy",250,200,0.18,"LabServiceHotWater",1.3,26,1.3,26,2662.78,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"LabClgSetpt","LabHtgSetpt"
"RCA_Restrooms 2 Space","Unconditioned","Restrooms",811.1806,"2nd Floor",1,10,8.11181,"SchoolOccupancy",250,250,0,"SchoolServiceHotWater",0,0,0,0,0,0,"FlowExteriorWallArea","On",0.2352,"NONE","NONE"
"RCA_Store 1 Space","DirectlyConditioned","Storage, General",339.7193,"2nd Floor",1,10,3.39719,"SchoolOccupancy",250,200,0,"SchoolServiceHotWater",0.15,15,0.15,15,50.9579,0,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Store 2 Space","DirectlyConditioned","Storage, General",197.9251,"2nd Floor",1,10,1.97925,"SchoolOccupancy",250,200,0,"SchoolServiceHotWater",0.15,15,0.15,15,29.6888,29.6888,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"
"RCA_Store 3 Space","DirectlyConditioned","Storage, General",133.3035,"2nd Floor",1,10,1.33304,"SchoolOccupancy",250,200,0,"SchoolServiceHotWater",0.15,15,0.15,15,19.9955,19.9955,"FlowExteriorWallArea","SchoolInfiltration",0.2352,"SchoolClgSetpt","SchoolHtgSetpt"



Space Interior Lighting Report
Space,,,,,Regulated,,,,,,,,,,,Non-Regulated
Name,Conditioning Type,Space Function,Lighting Status,Floor Area,Lighting Specification Method,Installed Power,Schedule Name,Schedule,Lighting System Count,Lighting Control Credit,General Lighting Power,Area Category Allowances,Tailored Allowances,Simulated Power,Simulated LPD,Power,Schedule Name,Schedule,LPD
,,,,(ft2),,(Watts),,(FLH),,(Watts),(Watts),(Watts),(Watts),(Watts),(Watts/ft2),(Watts),,(FLH),(Watts/ft2),
"B1_Changing 1 Space","DirectlyConditioned","Office Area (<=250 square feet)","Future",240.808,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,156.525,0,-99996,156.525,0.65
"B1_Gym 1 Space","DirectlyConditioned","Classroom, Lecture, Training, Vocational Areas","Future",629.126,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,377.476,0,-99996,377.476,0.60
"RCA_Conference Room 1 Space","DirectlyConditioned","Office Area (<=250 square feet)","Future",790.502,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,513.827,0,-99996,513.827,0.65
"RCA_Conference Room 5 Space","DirectlyConditioned","Office Area (<=250 square feet)","Future",726.492,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,472.22,0,-99996,472.22,0.65
"RCA_Conference Room 6 Space","DirectlyConditioned","Office Area (<=250 square feet)","Future",847.94,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,551.161,0,-99996,551.161,0.65
"RCA_Corridor 1 Space","DirectlyConditioned","Corridor Area","Future",823.213,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,329.285,0,-99996,329.285,0.40
"RCA_Corridor 10 Space","DirectlyConditioned","Corridor Area","Future",283.484,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,113.393,0,-99996,113.393,0.40
"RCA_Corridor 11 Space","DirectlyConditioned","Corridor Area","Future",71.5476,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,28.619,0,-99996,28.619,0.40
"RCA_Corridor 14 Space","DirectlyConditioned","Corridor Area","Future",1172.09,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,468.836,0,-99996,468.836,0.40
"RCA_Corridor 16 Space","DirectlyConditioned","Corridor Area","Future",490.944,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,196.377,0,-99996,196.377,0.40
"RCA_Corridor 2 Space","DirectlyConditioned","Corridor Area","Future",260.523,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,104.209,0,-99996,104.209,0.40
"RCA_Corridor 3 Space","DirectlyConditioned","Corridor Area","Future",1914.65,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,765.861,0,-99996,765.861,0.40
"RCA_Elec Room 1 Space","DirectlyConditioned","Electrical, Mechanical, Telephone Rooms","Future",65.4231,"AreaCategoryMethod",0,"SchoolLights",2045.3,-99996,0,26.1692,0,-99996,26.1692,0.40
